Coordenada,Origen,Destino,Tipo,Cruce, pago 
2892305-1,TORO COMPANY DE MEXICO PLANTA 3,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,PTT-01,, $-   
2892034-1,ELECTROLUX / REFRIGERADORES,13699 GATEWAY WEST,PTT-00,PUENTE ZARAGOZA, $-   
2892139-7,KORIMA / KUNA LOOP,FLETES SOTELO,LOC-04,, $250.00 
2891061-37,GYSA JUAREZ 1,GYSA JUAREZ 4,MDC-01,, $250.00 
2888951-4,DELPHI SEC / BERMUDEZ,FLETES SOTELO,LOC-01,, $125.00 
2892119-2,APTIV RIO BRAVO 1 FV39,FLETES SOTELO,MDC-01,PUENTE ZARAGOZA, $125.00 
2892119-1,FOREFRONT,APTIV RIO BRAVO 1 FV39,PTT-00,, $-   
2892014-1,FLETES SOTELO,PRECOS ZARAGOZA,PTT-00,PUENTE ZARAGOZA, $-   
2891729-3,EASTLAKE LOGISTICS PARK,FOREFRONT,QMS-01,PUENTE ZARAGOZA," $1,000.00 "
2892113-1,GAMMA,SMTC PLANTA 1,PTT-00,, $-   
2891988-1,48 WALTER JONES,KORIMA / KUNA LOOP,PTT-00,, $-   
2892021-2,FLETES SOTELO,GGLOBAL,PTT-00,, $-   
2892016-1,FLETES SOTELO,FOREFRONT,MDC-01,, $125.00 
2892103-1,IMPULSORA GANE,SAFRAN BODEGA COMPLEJO,PTT-00,, $-   
2891160-40,RIO BRAVO INTERNACIONAL,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,MDC-01,, $250.00 
2892018-3,CENTURY MOLD MEXICO S DE RL DE CV,MGS PLASTICS CHIHUAHUA SA DE CV,LOC-02,, $125.00 
2892182-2,FLETES SOTELO,LEAR MONARCA,LOC-01,, $125.00 
2891461-6,FLETES SOTELO,CFI,EXP-02,PUENTE ZARAGOZA, $500.00 
2891820-3,XYLEM,NORDAM,PTT-00,, $-   
2892182-1,LEAR MONARCA,FLETES SOTELO,LOC-01,, $125.00 
2892075-2,APEX DIVERSIFIED / ESTHER LAMA,DELFINGEN US-TEXAS,LOC-03,, $125.00 
2891695-8,BODEGA NUEVA XOMOX,XOMOX CHIHUAHUA S.A DE C.V.,LOC-01,, $125.00 
2892165-1,BASCULA  KM20,FLEXSTEEL TECMA PLANTA 18,LOC-01,, $125.00 
2891989-1,ELECTROLUX / REFRIGERADORES,MERYWEATHER FOAM,L-VAC-05,PUENTE ZARAGOZA, $750.00 
2892002-1,BASE SOTELO CHIHUAHUA,GAMMA,LOC-02,, $125.00 
2891922-1,BODEGA CNP,BASE SOTELO CHIHUAHUA,LOC-02,, $125.00 
2891921-1,GAMMA,BODEGA CNP,LOC-02,, $125.00 
2891904-1,HONEYWELL 2,FLETES SOTELO,LOC-02,, $125.00 
2891924-1,PACTIV DE MEXICO S. DE R.L DE C.V.,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),PTT-00,, $-   
2891920-1,SMTC PLANTA 2,GAMMA,PTT-00,, $-   
2891688-3,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / REFRIGERADORES,IMP-01,PUENTE ZARAGOZA, $500.00 
2891688-2,STAGECOACH / 5850 WELCH AVE.,P Y H TRAILER ENTERPRISES INC,LOC-03,, $250.00 
2891461-4,BASE SOTELO CHIHUAHUA,PRECOS ZARAGOZA,FAL-00,, $250.00 
2891795-1,FOKKER,SMTC PLANTA 1,PTT-00,, $-   
2891810-1,XIAMEN HONFA TRANSPORTATION,M Y N PLASTICS,LOC-03,, $375.00 
2891457-8,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),LOC-02,, $125.00 
2891489-2,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),THUASNE MX,PTT-00,, $-   
2891590-2,GYSA JUAREZ 3,GYSA JUAREZ 1,LOC-02,, $125.00 
2891590-1,18 LEIGH FISHER,GYSA JUAREZ 3,S-TER-01,PUENTE ZARAGOZA," $1,500.00 "
2890904-8,ELCOM INC.,13699 GATEWAY WEST,LOC-04,, $375.00 
2891736-1,LEAR JARUDO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,PTT-01,, $-   
2890904-7,PRECOS CORDOVA,18 LEIGH FISHER,PTT-00,PUENTE ZARAGOZA, $-   
2891598-1,BIZLINK TECH,18 LEIGH FISHER,LOC-03,, $250.00 
2891572-1,FLETES SOTELO,PRECOS CORDOVA,PTT-00,PUENTE AMERICAS, $-   
2891735-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR JARUDO,PTT-01,, $-   
2891564-2,XYLEM,DTR,PTT-00,, $-   
2891597-1,950 LOMA VERDE,BIZLINK TECH,LOC-03,, $375.00 
2891577-1,DTR,IMPULSORA GANE,PTT-00,, $-   
2891596-2,SUMITOMO ELECTRIC WIRING,950 LOMA VERDE,LOC-03,, $125.00 
2891510-1,IMPULSORA GANE,DTR,PTT-00,, $-   
2891251-7,PACTIV DE MEXICO S. DE R.L DE C.V.,BODEGA NUEVA XOMOX,PTT-00,, $-   
2891526-1,YAZAKI COMPONENTES PLANTA 3,XYLEM,PTT-00,, $-   
2890038-4,PAM,BASE SOTELO CHIHUAHUA,LOC-01,, $125.00 
2891043-6,ELCOM INC.,FLETES SOTELO,PTT-00,, $-   
2891525-2,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,FLETES SOTELO,MDC-01,, $250.00 
2891374-1,18 LEIGH FISHER,APTIV RIO BRAVO 1 FV39,PTT-00,PUENTE AMERICAS, $-   
2891349-1,13699 GATEWAY WEST,UNI-TRADE FORWARDING LC,PTT-00,, $-   
2890637-4,SAIA 431 NORTH CLARK DRIVE,18 LEIGH FISHER,LOC-04,, $250.00 
2891304-1,FLETES SOTELO,YONKE FENIX RECICLADORES,MDC-01,, $250.00 
2891504-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,HONEYWELL HPS,PTT-01,, $-   
2891316-1,SOUTHWEST,ELLIOT TAPE 28 WALTER JONES,LOC-03,, $250.00 
2891315-1,HISCO EL PASO,SOUTHWEST,LOC-03,, $250.00 
2891314-1,APEX DIVERSIFIED / ESTHER LAMA,HISCO DE MEXICO,LOC-03,, $250.00 
2890962-6,PACTIV DE MEXICO S. DE R.L DE C.V.,SAFRAN CABIN,PTT-00,, $-   
2891222-1,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / PRODUCTO TERMINADO,PTT-00,PUENTE ZARAGOZA, $-   
2891348-1,LEAR LA CUESTA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,PTT-01,, $-   
2890977-5,IMPULSORA GANE,THUASNE MX,PTT-00,, $-   
2891170-1,MESILLA VALLEY TRANSPORTATION,ELECTROLUX / PRODUCTO TERMINADO,PTT-00,PUENTE AMERICAS, $-   
2891292-1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,PTT-00,, $-   
2891137-1,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / PRODUCTO TERMINADO,PTT-00,PUENTE AMERICAS, $-   
2891085-3,AZENZO INDUSTRIAL PARK,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2891085-2,BODEGA CNP,AZENZO INDUSTRIAL PARK,LOC-02,, $125.00 
2891085-1,IMPULSORA GANE,BODEGA CNP,PTT-00,, $-   
2891007-1,BASE SOTELO CHIHUAHUA,CENTURY MOLD MEXICO S DE RL DE CV,VAC-00,, $125.00 
2891065-1,BODEGA CNP,XYLEM,PTT-00,, $-   
2891076-2,YAZAKI COMPONENTES PLANTA 2,YAZAKI COMPONENTES PLANTA 3,LOC-02,, $125.00 
2891063-2,AZENZO INDUSTRIAL PARK,GAMMA,LOC-01,, $125.00 
2891076-1,XOMOX CHIHUAHUA S.A DE C.V.,YAZAKI COMPONENTES PLANTA 2,PTT-00,, $-   
2891063-1,BASE SOTELO CHIHUAHUA,AZENZO INDUSTRIAL PARK,PTT-00,, $-   
2891075-1,CESSNA PLANTA 4.1,XOMOX CHIHUAHUA S.A DE C.V.,LOC-01,, $125.00 
2891023-1,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),FOKKER,PTT-08,, $-   
2891094-2,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,TORO COMPANY DE MEXICO PLANTA 2,PTT-01,, $-   
2891021-1,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),PTT-00,, $-   
2890706-6,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),LOC-02,, $125.00 
2890762-5,CESSNA PLANTA 4.1,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2890884-2,PUENTE  ZARAGOZA,FLETES SOTELO,MDC-01,PUENTE AMERICAS, $250.00 
2890913-2,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,BASE SOTELO CHIHUAHUA,LOC-02,, $125.00 
2890924-2,SAFRAN PLANTA 5 ELECTRICAL & POWER SYSTEMS,BASE SOTELO CHIHUAHUA,LOC-01,, $125.00 
2890884-1,FLETES SOTELO,PUENTE  ZARAGOZA,PTT-00,PUENTE ZARAGOZA, $-   
2890913-1,BASE SOTELO CHIHUAHUA,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,PTT-00,, $-   
2891030-1,LEAR ZARAGOZA,LEAR LA CUESTA,LOC-01,, $125.00 
2890895-2,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2890892-1,FLETES SOTELO,CFI,PTT-00,PUENTE ZARAGOZA, $-   
2890926-1,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,TRL-00,, $-   
2890836-2,PRECOS ZARAGOZA,GYSA JUAREZ JDC,MDC-01,, $250.00 
2890571-3,GYSA  CDJ,PRECOS ZARAGOZA,MDC-01,, $250.00 
2890216-3,GYSA  CDJ,GYSA JUAREZ JDC,PTT-00,, $-   
2890836-1,18 LEIGH FISHER,PRECOS ZARAGOZA,IMP-02,PUENTE ZARAGOZA, $500.00 
2890814-2,NA KELLY,FLETES SOTELO,FAL-00,PUENTE ZARAGOZA, $250.00 
2890874-2,HONEYWELL HPS,FLETES SOTELO,PTT-01,, $-   
2890825-1,GYSA JUAREZ 1,GYSA JUAREZ 3,LOC-02,, $125.00 
2890812-1,PRECOS ZARAGOZA,NA KELLY,PTT-00,PUENTE ZARAGOZA, $-   
2890700-3,FLETES SOTELO,NA KELLY,PTT-00,, $-   
2890722-2,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),XOMOX CHIHUAHUA S.A DE C.V.,PTT-00,, $-   
2890778-1,UNI-TRADE FORWARDING LC,CFI,PTT-00,, $-   
2890758-2,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,LOC-02,, $125.00 
2890730-1,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,PTT-00,, $-   
2890701-1,BASE SOTELO CHIHUAHUA,SAFRAN BODEGA COMPLEJO,LOC-02,, $125.00 
2890634-3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,LOC-01,, $125.00 
2890643-1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,IMPULSORA GANE,PTT-00,, $-   
2890113-3,BASE SOTELO CHIHUAHUA,ARNPRIOR AEROSPACE CHIHUAHUA,PTT-00,, $-   
2889889-2,GYSA JUAREZ JDC,18 LEIGH FISHER,EXP-02,PUENTE STA TERESA," $1,500.00 "
2890720-1,LEAR JARUDO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LOC-02,, $250.00 
2890568-1,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SOUTHCO.,PTT-00,, $-   
2890523-1,DTR,IMPULSORA GANE,LOC-01,, $125.00 
2890565-1,YAZAKI COMPONENTES PLANTA 3,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,PTT-00,, $-   
2890718-1,EATON BUSSMANN,LEAR JARUDO,LOC-01,, $125.00 
2826030-21,TRACSO JUAREZ,FLETES SOTELO,MDC-01,, $125.00 
2826030-20,GYSA JUAREZ JDC,TRACSO JUAREZ,PTT-00,, $-   
2889960-2,SMTC PULLMAN,PRECOS ZARAGOZA,TRI-QMS,PUENTE ZARAGOZA," $1,000.00 "
2890200-2,STANCO METAL PRODUCTS,ELECTROLUX / ESTAMPADOS,S-TER-02,PUENTE ZARAGOZA," $1,000.00 "
2890383-1,IBCA LOGYSTICS,EASTLAKE LOGISTICS PARK,PTT-00,, $-   
2889725-6,ELCOM INC.,KORIMA / KUNA LOOP,LOC-04,, $250.00 
2890343-4,HONEYWELL OPTOELECTRICA,FLETES SOTELO,PTT-01,, $-   
2890344-2,ARIES WORLDWIDE LOGISTICS C/O,P Y H TRAILER ENTERPRISES INC,MDC-01,, $250.00 
2890305-1,FLETES SOTELO,GYSA JUAREZ JDC,LOC-01,, $250.00 
2890348-1,950 LOMA VERDE,"EAST WEST EL PASO, LLC",LOC-03,, $250.00 
2889672-6,KORIMA / KUNA LOOP,SAIA,LOC-03,, $250.00 
2889814-9,XOMOX CHIHUAHUA S.A DE C.V.,SOUTHCO.,PTT-00,, $-   
2890200-1,ELECTROLUX / ESTAMPADOS,STANCO METAL PRODUCTS,L-VAC-05,PUENTE STA TERESA, $750.00 
2889989-3,GYSA JUAREZ 2,GYSA  CDJ,FAL-00,, $125.00 
2890184-3,NA KELLY,APTIV / RIO BRAVO 7 FV32,TRI-02,PUENTE ZARAGOZA, $500.00 
2890083-2,RIO BRAVO INTERNACIONAL,KORIMA / KUNA LOOP,LOC-03,PUENTE ZARAGOZA, $250.00 
2890180-1,UNI-TRADE FORWARDING LC,18 LEIGH FISHER,PTT-00,, $-   
2889960-1,48 WALTER JONES,SMTC PULLMAN,PTT-00,PUENTE ZARAGOZA, $-   
2890096-3,FLETES SOTELO,COFICAB MX S.DE. R.L DE C.V / PLANTA DURANGO,PTT-00,, $-   
2890153-1,YARDA DEL SIETE,GYSA  CDJ,PTT-00,, $-   
2890164-1,TORO COMPANY DE MEXICO PLANTA 3,TORO COMPANY DE MEXICO PLANTA 2,PTT-01,, $-   
2890131-2,BASE SOTELO CHIHUAHUA,DTR,MDC-01,, $125.00 
2889966-5,13699 GATEWAY WEST,P Y H TRAILER ENTERPRISES INC,PTT-00,, $-   
2890113-2,ARNPRIOR AEROSPACE CHIHUAHUA,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2890118-1,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SMTC PLANTA 1,LOC-01,, $125.00 
2890121-1,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,YAZAKI COMPONENTES PLANTA 3,LOC-01,, $125.00 
2890113-1,SAFRAN CABIN,ARNPRIOR AEROSPACE CHIHUAHUA,LOC-01,, $125.00 
2889304-5,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,PTT-00,, $-   
2890040-2,GYSA JUAREZ 3,COCLISA PLANTA OMEGA,PTT-00,, $-   
2890052-2,STANCO METAL PRODUCTS,ARIES WORLDWIDE LOGISTICS C/O,STER-ELP,, $625.00 
2889830-6,BODEGA NUEVA XOMOX,SOUTHCO.,PTT-00,, $-   
2889967-1,EMERALD PASS DR.,18 LEIGH FISHER,PTT-00,, $-   
2889851-4,BASE SOTELO CHIHUAHUA,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,LOC-02,, $125.00 
2889948-1,XYLEM,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,PTT-00,, $-   
2889878-1,GYSA  CDJ,FOREFRONT,LOC-01,, $125.00 
2889819-1,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),XYLEM,PTT-00,, $-   
2889099-5,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,DTR,PTT-00,, $-   
2889817-2,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),LOC-02,, $125.00 
2889840-2,LEAR ZARAGOZA,FLETES SOTELO,PTT-01,, $-   
2889736-3,DTR,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),PTT-00,, $-   
2889516-6,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,BODEGA NUEVA XOMOX,PTT-00,, $-   
2889727-1,ATLAS AEROSPACE,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,PTT-00,, $-   
2889329-5,DICEX / GAMAS,FLETES SOTELO,TRI-02,PUENTE ZARAGOZA, $500.00 
2889091-6,COCLISA PLANTA OMEGA,FLETES SOTELO,PTT-00,, $-   
2889671-1,FLETES SOTELO,ELECTROLUX / REFRIGERADORES,PTT-00,, $-   
2889329-4,KORIMA / KUNA LOOP,DICEX / GAMAS,PTT-00,, $-   
2889640-1,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN BODEGA COMPLEJO,PTT-00,, $-   
2889561-5,MSC,DTR,LOC-01,, $125.00 
2889561-3,BASE SOTELO CHIHUAHUA,MSC,PTT-00,, $-   
2889581-1,MSC,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),PTT-00,, $-   
2889561-2,DTR,MSC,MDC-01,, $125.00 
2889708-1,TORO COMPANY DE MEXICO PLANTA 1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,PTT-00,, $-   
2889595-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR LAS TORRES,LOC-02,, $125.00 
2889577-1,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),XYLEM,PTT-00,, $-   
2889080-5,ELCOM INC.,KORIMA / KUNA LOOP,PTT-00,, $-   
2889115-3,KORIMA / KUNA LOOP,FLETES SOTELO,TRI-02,, $500.00 
2889115-2,DICEX / GAMAS,KORIMA / KUNA LOOP,PTT-00,PUENTE ZARAGOZA, $-   
2889329-3,DICEX / GAMAS,FLETES SOTELO,FAL-00,PUENTE ZARAGOZA, $250.00 
2889091-3,XYLEM,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),PTT-00,, $-   
2889329-2,KORIMA / KUNA LOOP,DICEX / GAMAS,LOC-04,, $125.00 
2889362-1,YARDA ARIES,STANCO METAL PRODUCTS,PTT-00,PUENTE STA TERESA, $-   
2886236-1,GYSA JUAREZ 5,GYSA JUAREZ 1,FAL-00,, $125.00 
2889374-1,PACTIV DE MEXICO S. DE R.L DE C.V.,GAMMA,PTT-00,, $-   
2889309-1,ELECTROLUX / PRODUCTO TERMINADO,P Y H TRAILER ENTERPRISES INC,PTT-00,PUENTE AMERICAS, $-   
2889310-1,ELECTROLUX / PRODUCTO TERMINADO,P Y H TRAILER ENTERPRISES INC,PTT-00,PUENTE ZARAGOZA, $-   
2889302-3,FOKKER,ARNPRIOR AEROSPACE CHIHUAHUA,PTT-08,, $-   
2889299-1,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),YAZAKI COMPONENTES PLANTA 3,LOC-01,, $125.00 
2889302-1,ARNPRIOR AEROSPACE CHIHUAHUA,FOKKER,PTT-08,, $-   
2889182-2,LEAR  TRIUNFO,FLETES SOTELO,PTT-01,, $-   
2889117-1,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / ESTAMPADOS,IMP-01,PUENTE ZARAGOZA, $625.00 
2889097-3,GYSA JUAREZ 2,GYSA JUAREZ 1,PTT-00,, $-   
2889152-2,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,MDC-01,, $125.00 
2889057-3,FLETES SOTELO,EXPEDITORS #2,FAL-00,PUENTE ZARAGOZA, $250.00 
2889093-1,ELECTROLUX / REFRIGERADORES,STAGECOACH / 5850 WELCH AVE.,VAC-05,PUENTE AMERICAS, $500.00 
2889136-1,SMTC PLANTA 1,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),PTT-00,, $-   
2888952-4,BASE SOTELO CHIHUAHUA,SMTC PLANTA 1,MDC-01,, $125.00 
2888652-7,IMPULSORA GANE,SOUTHCO.,PTT-00,, $-   
2888733-3,FLETES SOTELO,13699 GATEWAY WEST,MDC-01,, $375.00 
2888912-2,IBCA LOGYSTICS,FLETES SOTELO,FAL-00,PUENTE ZARAGOZA, $250.00 
2888902-2,YARDA ARIES,ELECTROLUX / REFRIGERADORES,S-TER-02,PUENTE ZARAGOZA," $1,000.00 "
2888971-2,CHAMPLAIN 9500 PAN AMERICAN,DELFINGEN US-TEXAS,LOC-04,, $250.00 
2888964-2,YAZAKI COMPONENTES PLANTA 1,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2888964-1,BASE SOTELO CHIHUAHUA,YAZAKI COMPONENTES PLANTA 1,LOC-01,, $125.00 
2887713-4,APTIV / RIO BRAVO 7 FV32,APTIV RIO BRAVO 1 FV39,LOC-01,, $250.00 
2887880-5,SHELTER AIN SERVICIOS,APTIV / RIO BRAVO 7 FV32,PTT-00,, $-   
2888995-1,LEAR RIO BRAVO,HONEYWELL 2,LOC-01,, $250.00 
2887817-3,FLETES SOTELO,GYSA JUAREZ 1,LOC-02,, $125.00 
2888672-5,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2888773-3,FLETES SOTELO,ELECTROLUX / LAVADORAS,PTT-00,, $-   
2888810-1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,LOC-01,, $125.00 
2888650-1,P Y H TRAILER ENTERPRISES INC,RIO BRAVO INTERNACIONAL,MDC-01,, $-   
2888773-1,P Y H TRAILER ENTERPRISES INC,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2888753-1,GYSA  CDJ,NA KELLY,PTT-00,PUENTE ZARAGOZA, $-   
2888725-1,CFI,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2888698-1,P Y H TRAILER ENTERPRISES INC,FLETES SOTELO,MDC-01,PUENTE ZARAGOZA, $375.00 
2888858-1,LEAR ZARAGOZA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,PTT-01,, $-   
2888685-1,KORIMA / KUNA LOOP,RIO BRAVO INTERNACIONAL,LOC-03,, $125.00 
2888665-1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),PTT-00,, $-   
2888273-6,PUENTE INT. CORDOVA,NA KELLY,LOC-03,, $250.00 
2888273-5,NA KELLY,PUENTE INT. CORDOVA,LOC-03,, $250.00 
2888559-1,GYSA  CDJ,TRACSO JUAREZ,PTT-00,, $-   
2888533-4,BASE SOTELO CHIHUAHUA,THUASNE MX,PTT-00,, $-   
2888561-1,KORIMA / KUNA LOOP,RIO BRAVO INTERNACIONAL,LOC-03,PUENTE AMERICAS, $125.00 
2888545-1,THUASNE MX,SMTC PLANTA 1,PTT-00,, $-   
2888515-1,FLETES SOTELO,COFICAB MX S.DE. R.L DE C.V / PLANTA DURANGO,MDC-01,, $375.00 
2888330-5,BASE SOTELO CHIHUAHUA,SOUTHCO.,LOC-02,, $125.00 
2888400-2,18 LEIGH FISHER,FLETES SOTELO,FAL-00,PUENTE ZARAGOZA, $250.00 
